"","reg","site","connectance","web asymmetry","links per species","number of compartments","compartment diversity","cluster coefficient","nestedness","NODF","weighted nestedness","weighted NODF","interaction strength asymmetry","specialisation asymmetry","linkage density","weighted connectance","Fisher alpha","Shannon diversity","interaction evenness","Alatalo interaction evenness","H2","number.of.species.HL","number.of.species.LL","mean.number.of.shared.partners.HL","mean.number.of.shared.partners.LL","cluster.coefficient.HL","cluster.coefficient.LL","weighted.cluster.coefficient.HL","weighted.cluster.coefficient.LL","niche.overlap.HL","niche.overlap.LL","togetherness.HL","togetherness.LL","C.score.HL","C.score.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","extinction.slope.HL","extinction.slope.LL","robustness.HL","robustness.LL","functional.complementarity.HL","functional.complementarity.LL","partner.diversity.HL","partner.diversity.LL","generality.HL","vulnerability.LL","consumer_degree","consumer_normalised.degree","resource_degree","resource_normalised.degree"
"1","afr","Aberdare",1,-0.333333333333333,1.33333333333333,1,NA,1,NA,0,NA,0,0,NA,3,0.5,2147483652,2.07944154167984,1,1,0,2,4,4,2,1,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,8.29012745251263,NA,1,1,0,0,1.38629436111989,0.693147180559945,4,2,4,1,2,1
"2","afr","Abijatta Shalla",1,-0.333333333333333,1.33333333333333,1,NA,1,NA,0,NA,0,0,NA,3,0.5,2147483652,2.07944154167984,1,1,0,2,4,4,2,1,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,8.32997260134531,NA,1,1,0,0,1.38629436111989,0.693147180559945,4,2,4,1,2,1
"3","afr","Abou Telfane",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.288256227758008,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.36181636306154,3.92215590774495,0.628125,0.793333333333333,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"4","afr","Addax",0.833333333333333,-0.2,1,1,NA,0.833333333333333,0,75,NA,0,0,NA,2.2,0.44,2147483650.5,1.6094379124341,0.898244401703927,1,0,2,3,2,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.777777777777778,NA,0,NA,NA,1,1,0,0,2.56143073357789,4.11793437767575,0.836666666666666,0.75,2,2,0.895879734614027,0.462098120373297,2.5,1.66666666666667,2.5,0.833333333333333,2,1
"5","afr","Ai Ais",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,6.32146043985263,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"6","afr","Air and Tenere",0.833333333333333,-0.2,1,1,NA,0.833333333333333,0,75,NA,0,0,NA,2.2,0.44,2147483650.5,1.6094379124341,0.898244401703927,1,0,2,3,2,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.777777777777778,NA,0,NA,NA,1,1,0,0,2.53942642442346,3.99549059212556,0.833333333333333,0.75,2,2,0.895879734614027,0.462098120373297,2.5,1.66666666666667,2.5,0.833333333333333,2,1
"7","afr","Akagera",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.210998206814106,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.3536308775531,8.08339368634721,0.665,0.891011917542469,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"8","afr","Amboseli",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.276077657124054,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.43407110225649,7.15888502994315,0.6675,0.880218256730075,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"9","afr","Ansongo Menaka",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"10","afr","Arabuko Sokoke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","afr","Arawale",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"12","afr","Arly Partial",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.612903225806452,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.990088935803431,4.56485976298081,0.75,0.81,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"13","afr","Arly Total",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.666666666666666,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01942074409722,4.84393503119817,0.75,0.826666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"14","afr","Arusha",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"15","afr","Awash",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.199999999999999,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,2.94637125206299,6.83373350394229,0.642,0.879175921621831,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"16","afr","Badiar",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.587301587301586,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.983230813022843,5.44315661077987,0.75,0.856666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"17","afr","Bahr Salamat",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.310820124052379,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.45529355805163,4.19349587955128,0.631875,0.817777777777778,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"18","afr","Bale",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.923076923076922,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.967700282292078,9.29928526502248,0.833333333333333,0.902172630504414,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"19","afr","Banc dArguin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","afr","Bangweulu",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.960784313725491,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.980651181173601,4.90390861971539,0.75,0.83,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"21","afr","Banhine",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-1.32558139534884,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,1.02001903664161,10.8782844002055,0.833333333333333,0.913035743027699,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"22","afr","Bazaruto",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"23","afr","Benoue",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-1.04081632653061,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.05994033559667,7.79905829933057,0.8,0.89701851388334,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"24","afr","Bicuar",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.960784313725488,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,1.04959593746731,10.3452720004028,0.833333333333333,0.909776809270713,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"25","afr","Binder Lere",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"26","afr","Bontioli",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.724137931034481,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.998138483144217,5.22756244037956,0.75,0.846666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"27","afr","Boumba Bek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","afr","Budongo",1,-0.6,0.8,1,NA,1,NA,NA,NA,NA,NA,NA,2.5,0.5,2147483650,1.38629436111989,1,1,NA,1,4,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0.688322373356353,NA,0.666666666666667,0,0,1.38629436111989,0,4,1,4,1,1,1
"29","afr","Buffalo",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.694915254237289,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.968540532014535,6.96890555556088,0.8,0.890388886902384,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"30","afr","Bururi Forest",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"31","afr","Cameia",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.851851851851852,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01087165242483,5.29750045401498,0.75,0.85,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"32","afr","Campo Maan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","afr","Cangandala",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.75438596491228,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.0047417979608,5.09309876212223,0.75,0.84,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"34","afr","Chobe",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.612903225806452,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.951467991221677,8.04048850268972,0.8,0.898675920628579,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"35","afr","Cliff of Bandiagara",1,-0.2,1.2,1,NA,1,NA,0,NA,0,0,NA,2.5,0.5,1073741869.66667,1.79175946922805,1,1,0,2,3,3,2,1,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,6.29154895879769,NA,1,0.75,0,0,1.09861228866811,0.693147180559945,3,2,3,1,2,1
"36","afr","Comoe",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.612903225806452,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00825292146002,5.09309876212223,0.75,0.84,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"37","afr","Conkouati Douli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","afr","Daan Viljoen",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,7.94841432966106,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"39","afr","Deux Bales",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.694915254237289,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01957852810611,4.78541364245481,0.75,0.823333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"40","afr","Etosha",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.818181818181818,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.00430924567652,7.79905829933057,0.8,0.89701851388334,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"41","afr","Fada Archei",0.833333333333333,-0.2,1,1,NA,0.833333333333333,0,75,NA,0,0,NA,2.2,0.44,2147483650.5,1.6094379124341,0.898244401703927,1,0,2,3,2,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.777777777777778,NA,0,NA,NA,1,1,0,0,2.60612115071307,4.1818429823423,0.846666666666667,0.75,2,2,0.895879734614027,0.462098120373297,2.5,1.66666666666667,2.5,0.833333333333333,2,1
"42","afr","Gambella",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.886792452830187,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.98850191296294,10.3452720004028,0.833333333333333,0.909776809270713,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"43","afr","Garamba",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-1.27272727272727,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00921460193929,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"44","afr","Gile",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.612903225806452,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00458211141453,4.67252450665865,0.75,0.816666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"45","afr","Gishwati",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"46","afr","Golden Gate Highlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","afr","Gombe",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.785714285714287,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.997246413467564,5.59710563419394,0.75,0.863333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"48","afr","Gonarezhou",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.724137931034482,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.974270941103678,10.0209004615021,0.833333333333333,0.907604186766056,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"49","afr","Gorongosa",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-1.04081632653061,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.978301989940181,7.06242662474693,0.8,0.891217590275003,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"50","afr","Hells Gate",1,-0.666666666666667,0.833333333333333,1,NA,1,NA,NA,NA,NA,NA,NA,3,0.5,2147483650.5,1.6094379124341,1,1,NA,1,5,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0.498968992368306,NA,0.531481474595331,0,0,1.6094379124341,0,5,1,5,1,1,1
"51","afr","Hluhluwe",0.857142857142857,-0.555555555555556,1.33333333333333,1,NA,0.857142857142857,23.6444018100844,45.4545454545455,-0.666666666666668,0,0,NA,3.91666666666667,0.435185185185185,1073741872.66667,2.484906649788,0.941588733940186,1,0,2,7,5,1.42857142857143,0.857142857142857,0.857142857142857,0,NA,0.833333333333333,0.793650793650794,0,0,1,1,0,0.833333333333333,1,1,0.986320507846654,14.9968051826537,0.857142857142857,0.9326859045803,2.82842712474619,3.1380711874577,1.79175946922805,0.49510512897139,6,1.71428571428571,6,0.857142857142857,2,1
"52","afr","Hwange",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.75438596491228,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.979740472541379,10.8782844002055,0.833333333333333,0.913035743027699,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"53","afr","Iona",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.923076923076924,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.01753656289872,8.04048850268972,0.8,0.898675920628579,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"54","afr","Kabore Tambi",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.320652173913044,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.43138872129748,4.01190451578918,0.63,0.813333333333333,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"55","afr","Kafue",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.960784313725491,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.987707007515792,4.84393503119817,0.75,0.826666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"56","afr","Kafue Flats",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,8.24708041158941,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"57","afr","Kakamega",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","afr","Kapama",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.960784313725488,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,1.04392966532646,10.5163569024884,0.833333333333333,0.910863120523042,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"59","afr","Kasungu",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.75438596491228,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.978952584677064,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"60","afr","Kgalagadi Transfrontier",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.75438596491228,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.02688709271831,8.16731081477953,0.8,0.899504624001198,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
