"","reg","site","connectance","web asymmetry","links per species","number of compartments","compartment diversity","cluster coefficient","nestedness","NODF","weighted nestedness","weighted NODF","interaction strength asymmetry","specialisation asymmetry","linkage density","weighted connectance","Fisher alpha","Shannon diversity","interaction evenness","Alatalo interaction evenness","H2","number.of.species.HL","number.of.species.LL","mean.number.of.shared.partners.HL","mean.number.of.shared.partners.LL","cluster.coefficient.HL","cluster.coefficient.LL","weighted.cluster.coefficient.HL","weighted.cluster.coefficient.LL","niche.overlap.HL","niche.overlap.LL","togetherness.HL","togetherness.LL","C.score.HL","C.score.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","extinction.slope.HL","extinction.slope.LL","robustness.HL","robustness.LL","functional.complementarity.HL","functional.complementarity.LL","partner.diversity.HL","partner.diversity.LL","generality.HL","vulnerability.LL","consumer_degree","consumer_normalised.degree","resource_degree","resource_normalised.degree"
"116","afr","Mwabvi",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.923076923076922,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00387177164832,4.78541364245481,0.75,0.823333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"117","afr","Mweru Wantipa",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.694915254237289,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00069713123361,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"118","afr","Nairobi",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.245776347546259,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,3.86655995602129,9.36917027589108,0.676071428571429,0.904359495339634,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"119","afr","Namaqua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","afr","Namib Naukluft",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"121","afr","Natal",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"122","afr","Ngorongoro",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.116295510781195,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,3.85034684931714,12.5334252450396,0.6825,0.923495493703945,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"123","afr","Ngotto Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","afr","Niassa",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.818181818181817,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.02113605507619,5.09309876212223,0.75,0.84,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"125","afr","Nkasa Rupara",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.639344262295082,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.0016090107605,7.46439520432353,0.8,0.894532403765481,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"126","afr","Nkhotakota",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.724137931034481,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01692060942806,5.22756244037956,0.75,0.846666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"127","afr","Nouabale Ndoki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","afr","Nyanga Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","afr","Nyika",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.694915254237289,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.971009507456582,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"130","afr","Nyungwe",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,10.8036438557417,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"131","afr","Odzala Kokoua",0.5,0,0.5,2,2,0.5,37.6960193003619,0,NA,0,NA,NA,1,0.25,268435505.000009,0.693147180559945,0.5,1,NA,2,2,0,0,0.5,0.5,NA,NA,0,0,0,0,1,1,0,0,1,1,1.00551735116052,0.982940973328152,0.5,0.5,2.82842712474619,2.82842712474619,0,0,1,1,1,0.5,1,0.5
"132","afr","Okavango Delta",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.851851851851852,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.02864142592309,7.79905829933057,0.8,0.89701851388334,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"133","afr","Omo",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.162330244954943,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.59130155320321,8.94120712668875,0.675,0.899127000278875,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"134","afr","Ouadi Rime Ouadi Achim",0.833333333333333,-0.2,1,1,NA,0.833333333333333,0,75,NA,0,0,NA,2.2,0.44,2147483650.5,1.6094379124341,0.898244401703927,1,0,2,3,2,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.777777777777778,NA,0,NA,NA,1,1,0,0,2.58105113440777,4.38543410610554,0.853333333333333,0.75,2,2,0.895879734614027,0.462098120373297,2.5,1.66666666666667,2.5,0.833333333333333,2,1
"135","afr","Pama",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.279538904899136,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.28457008953041,3.95093531466233,0.616875,0.8,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"136","afr","Parc National du Diawling",1,-0.333333333333333,1.33333333333333,1,NA,1,NA,0,NA,0,0,NA,3,0.5,2147483652,2.07944154167984,1,1,0,2,4,4,2,1,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,5.60814943178599,NA,1,1,0,0,1.38629436111989,0.693147180559945,4,2,4,1,2,1
"137","afr","Parc W Niger",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.196646873908487,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,3.06188848882268,5.74622854847742,0.6525,0.851114192785324,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"138","afr","Quiçãma",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.818181818181817,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.0289348303857,4.90390861971539,0.75,0.83,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"139","afr","Reserve de faune de Gadabedji",0.875,-0.333333333333333,1.16666666666667,1,NA,0.875,0,57.1428571428571,NA,0,0,NA,2.71428571428571,0.452380952380952,536870961.21429,1.94591014905531,0.935784974019201,1,0,2,4,3,1.5,0.875,0.875,0,NA,0.857142857142857,0.833333333333333,NA,0,NA,NA,1,1,0,0,3.08242793200031,7.68898953622935,0.89,0.926666666666667,2,2,1.242453324894,0.519860385419959,3.5,1.75,3.5,0.875,2,1
"140","afr","Rio Pongo",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,5.93498832413603,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"141","afr","Ruaha",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-1.08333333333333,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.05180017376098,7.57253038258767,0.8,0.895361107138101,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"142","afr","Rusizi",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"143","afr","Ruvubu",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.75438596491228,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00757141998813,4.84393503119817,0.75,0.826666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"144","afr","Rwenzori Mountains",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.515151515151516,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.970123505970576,6.96890555556088,0.8,0.890388886902384,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"145","afr","Sahel",0.9,-0.428571428571429,1.28571428571429,1,NA,0.9,0,45.4545454545455,NA,0,0,NA,3.22222222222222,0.46031746031746,2147483652.5,2.19722457733622,0.954242509439325,1,0,2,5,4,1.6,0.9,0.9,0,NA,0.888888888888889,0.866666666666667,NA,0,NA,NA,1,1,0,0,3.32266875783347,10.3454512662667,0.904,0.910277767845251,2,2,1.497866136777,0.554517744447956,4.5,1.8,4.5,0.9,2,1
"146","afr","Salonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","afr","Samburu",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.239920687376073,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,3.17276938695987,4.90730656903894,0.6615,0.85326543717539,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"148","afr","Selous",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.724137931034481,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.989964573625749,5.09309876212223,0.75,0.84,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"149","afr","Serengeti",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.150286070356313,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,3.97520628802967,10.7683647980819,0.680357142857143,0.913871238014517,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"150","afr","Shimba Hills",1,-0.2,1.2,1,NA,1,NA,0,NA,0,0,NA,2.5,0.5,1073741869.66667,1.79175946922805,1,1,0,2,3,3,2,1,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0.75,0,0,1.09861228866811,0.693147180559945,3,2,3,1,2,1
"151","afr","Simien Mountains",0.666666666666667,0.142857142857143,1.14285714285714,1,NA,0.666666666666667,0.785728796856804,66.6666666666667,1,0,0,NA,2.75,0.392857142857143,2147483652,2.07944154167984,0.836828836953389,1,0,4,3,1.33333333333333,2,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.777777777777778,0.166666666666667,0.333333333333333,0,0,2,2,0,0,3.7787693450236,2.3231513088943,0.822222222222222,0.6225,2.82842712474619,2.82842712474619,0.549306144334055,0.924196240746594,2,2.66666666666667,2,0.666666666666667,2,0.5
"152","afr","Singou",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.333333333333334,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.3609925309866,3.732853731103,0.624375,0.791111111111111,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"153","afr","Siniaka Minia",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.241849886277483,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.408033043358,4.13784340610221,0.631875,0.803333333333333,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"154","afr","Skeleton Coast",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.587301587301586,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01414009417497,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"155","afr","Tai Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","afr","Tamou",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.177396280400571,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,3.05628798806317,6.05526548914046,0.6465,0.869839809698261,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"157","afr","Tarangire",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.0870359099208776,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,4.01097777249562,10.2541730786028,0.679285714285714,0.911171861176804,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"158","afr","Tongwe",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.32249322493225,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.22988136165219,3.45748893241427,0.6075,0.78,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"159","afr","Tsavo",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.193831055029793,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,2.95961815382129,6.01669430683208,0.6495,0.866635800261908,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"160","afr","Tsoulou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","afr","Volcans",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.785714285714285,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.986650900857557,8.29851840963366,0.8,0.900333327373817,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"162","afr","Vwaza Marsh",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.666666666666666,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01149946890191,5.29750045401498,0.75,0.85,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"163","afr","W",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.23264736658528,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.47064970808841,8.41911326311456,0.6675,0.894345251409119,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"164","afr","Waterberg Plateau",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"165","afr","Waza",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.233333333333333,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,3.02531844994888,6.15265502101196,0.6435,0.870944442457939,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"166","afr","West Lunga",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.923076923076922,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.02358756035838,4.90390861971539,0.75,0.83,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"167","afr","Yangudi Rassa",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.206075250258888,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,2.97783330365733,7.24359031487805,0.654,0.884092587295245,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"168","afr","Zakouma",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.354422207876049,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.32066288343445,4.08739795881468,0.615,0.816666666666667,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"169","afr","Zemongo",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.851851851851852,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.993417653791989,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"170","afr","Zinave",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-1.04081632653061,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.981348221290379,9.86694254393797,0.833333333333333,0.906517875513728,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"171","ind","Ailao Shan",0.198757763975155,-0.533333333333333,1.06666666666667,3,2.07481337521643,0.173913043478261,24.3324280883628,16.7518248175182,0.478654374441959,0,0,0.330189461288716,4.96875,0.165625,4294967312,3.46573590279973,0.682042926298451,1,0,7,23,0.523809523809524,0.458498023715415,0.198757763975155,0.198757763975155,0.016304347826087,0.3,0.10297557619539,0.349275362318841,0.0555555555555556,0.197957839262187,0.777777777777778,0.57487922705314,4.84705882352941,0.461864406779661,16,17,1.33936625985814,3.11414749140402,0.572734886379143,0.7425881800995,16.0574620799384,11.7190112436119,1.15995660756532,0.246215673049389,4.57142857142857,1.39130434782609,4,0.173913043478261,1,0.142857142857143
